id,genre,track_name,preview_url,location,filename,artist,artist_uri,album,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
6FpffmDyyG8IV4JQNyxntI,baroque,Concerto For Oboe In D Minor: III. Presto,https://p.scdn.co/mp3-preview/70d3b0782c3b61dded427c068bd84fbc6ae89e60?cid=b82fb22d072d4120850c99225ff01644,./scrapes/baroque/Concerto For Oboe In D Minor: III. Presto.mp3,Concerto For Oboe In D Minor: III. Presto.mp3,Alessandro Marcello,spotify:artist:36VGTEPZnpAU5FfivpFaJO,A Baroque Feast,2002-04-09,0.471,0.264,1,-20.858,0,0.041,0.953,0.891,0.113,0.53,102.694
1iy5F2QtYV5TnGjfJCGd4x,baroque,"Vivaldi: Violin Concerto in A Minor, Op. 3 No. 6, RV 356: III. Presto",https://p.scdn.co/mp3-preview/4b6f90e585ce9c224b6d21ed1e4ce333a964686a?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/baroque/Vivaldi: Violin Concerto in A Minor, Op. 3 No. 6, RV 356: III. Presto.mp3","Vivaldi: Violin Concerto in A Minor, Op. 3 No. 6, RV 356: III. Presto.mp3",Antonio Vivaldi,spotify:artist:2QOIawHpSlOwXDvSqQ9YJR,Vivaldi: The Four Seasons,1992,0.633,0.316,9,-12.819,0,0.0544,0.928,0.0359,0.0739,0.746,107.521
6IHm8gAsTY9svHePmu051o,baroque,"Overture (Suite) in G Major, TWV 55:G10, ""Burlesque de Quixotte"": III. Son Attaque des moulins a vent",https://p.scdn.co/mp3-preview/e0dabb873a97a58c639f6fa95907ec67296b7329?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/baroque/Overture (Suite) in G Major, TWV 55:G10, ""Burlesque de Quixotte"": III. Son Attaque des moulins a vent.mp3","Overture (Suite) in G Major, TWV 55:G10, ""Burlesque de Quixotte"": III. Son Attaque des moulins a vent.mp3",Georg Philipp Telemann,spotify:artist:2fg5h5pzleqI4RjFopWroj,Telemann: Orchestral Suites,2003-08-01,0.513,0.44,1,-14.66,1,0.0379,0.876,0.374,0.11,0.963,134.032
707uBD5rdr1mAGsOgNU1wY,baroque,"Violin Sonata in D Minor, HWV 359a: III. Adagio",https://p.scdn.co/mp3-preview/e83e7fb33a06cb2a6ffd610e43c18619975aa0b4?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/baroque/Violin Sonata in D Minor, HWV 359a: III. Adagio.mp3","Violin Sonata in D Minor, HWV 359a: III. Adagio.mp3",George Frideric Handel,spotify:artist:1QL7yTHrdahRMpvNtn6rI2,Handel: Complete Solo Sonatas,2019-08-30,0.321,0.181,1,-15.518,0,0.0377,0.956,0.0,0.111,0.292,106.683
5P6DuwJIToAhmq2LU7HSPj,baroque,"6 Sonates corellisantes: Sonata No. 2 in A Major, TWV 42:A5: II. Allemanda: Presto",https://p.scdn.co/mp3-preview/d2f49e23032fcaa10cb14b4f03de458ca00e4e3d?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/baroque/6 Sonates corellisantes: Sonata No. 2 in A Major, TWV 42:A5: II. Allemanda: Presto.mp3","6 Sonates corellisantes: Sonata No. 2 in A Major, TWV 42:A5: II. Allemanda: Presto.mp3",Georg Philipp Telemann,spotify:artist:2fg5h5pzleqI4RjFopWroj,"Chamber Music (Baroque) - Corelli, A. / Telemann, G.P.",2007-01-01,0.526,0.32,8,-13.899,1,0.0406,0.853,0.0,0.0858,0.905,79.281
3N5rBdUwbniMy4O8hpZAjw,baroque,"Water Music, Suite No. 2, HWV 349: Water Music, Suite No. 2, HWV 349: XI. [Allegro]",https://p.scdn.co/mp3-preview/28e70cfb0c8060f3d4d83fe2afd94ca7869f2911?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/baroque/Water Music, Suite No. 2, HWV 349: Water Music, Suite No. 2, HWV 349: XI. [Allegro].mp3","Water Music, Suite No. 2, HWV 349: Water Music, Suite No. 2, HWV 349: XI. [Allegro].mp3",George Frideric Handel,spotify:artist:1QL7yTHrdahRMpvNtn6rI2,Handel: Water Music,2016-02-05,0.485,0.201,1,-16.418,1,0.0434,0.952,0.838,0.158,0.473,121.284
2FcnfU8PRZA62QLmn8BU3W,baroque,"Suite No. 3 in G Major, Z. 662: III. Courante",https://p.scdn.co/mp3-preview/ca85c6124acf979971ebcc20a206b11a5fdee77a?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/baroque/Suite No. 3 in G Major, Z. 662: III. Courante.mp3","Suite No. 3 in G Major, Z. 662: III. Courante.mp3",Henry Purcell,spotify:artist:3tMLo1k3iUo82coMLWXzxq,Purcell: Keyboard Suites & Grounds,2008-09-09,0.225,0.23,5,-23.217,1,0.0396,0.978,0.892,0.0927,0.633,112.746
6ZkChvpw0zJUazHziSYaEe,baroque,"Vivaldi: Le quattro stagioni (The Four Seasons), Op. 8: Violin Concerto No. 1 in E major, RV 269, ""La Primavera"". I. Allegro",https://p.scdn.co/mp3-preview/c342888da8abb729ebbb8ba99e7b930e876138d5?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/baroque/Vivaldi: Le quattro stagioni (The Four Seasons), Op. 8: Violin Concerto No. 1 in E major, RV 269, ""La Primavera"". I. Allegro.mp3","Vivaldi: Le quattro stagioni (The Four Seasons), Op. 8: Violin Concerto No. 1 in E major, RV 269, ""La Primavera"". I. Allegro.mp3",Antonio Vivaldi,spotify:artist:2QOIawHpSlOwXDvSqQ9YJR,Vivaldi: The Four Seasons,1992,0.638,0.132,4,-15.765,1,0.0426,0.939,0.321,0.0751,0.389,102.366
7FZvf1DBTQAtLIVduIFBYP,baroque,"Concerto for Viola d'amore, Lute and Orchestra, RV 540: II. Largo",https://p.scdn.co/mp3-preview/cb7dcd8b9fafe92f05528deba5c9965c14efa4ed?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/baroque/Concerto for Viola d'amore, Lute and Orchestra, RV 540: II. Largo.mp3","Concerto for Viola d'amore, Lute and Orchestra, RV 540: II. Largo.mp3",Antonio Vivaldi,spotify:artist:2QOIawHpSlOwXDvSqQ9YJR,Yo Yo Ma - La Voix Du Violoncelle,2007-10-15,0.336,0.00607,4,-32.625,1,0.0481,0.992,0.00681,0.106,0.292,87.378
5NinL2jNwjeRpHwTFeRSv9,baroque,"Monteverdi: L'incoronazione di Poppea, SV 308, Act 3: ""Pur ti miro"" (Neron, Popea)",https://p.scdn.co/mp3-preview/6b2cf713e419b4b9b553cc69aa65f99c86ef5e13?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/baroque/Monteverdi: L'incoronazione di Poppea, SV 308, Act 3: ""Pur ti miro"" (Neron, Popea).mp3","Monteverdi: L'incoronazione di Poppea, SV 308, Act 3: ""Pur ti miro"" (Neron, Popea).mp3",Claudio Monteverdi,spotify:artist:5iAhVgz6P8Nylxijb0C65v,Monteverdi: Teatro d'amore,2009-01-05,0.259,0.0625,7,-21.294,1,0.0483,0.983,3.59e-06,0.1,0.182,76.588
1ivIkRdExsydRMKHZmx752,baroque,"Trio Sonata in D Minor, Op. 1, No. 12, RV 63, ""Follia"": Var. 8: Adagio",https://p.scdn.co/mp3-preview/1d9b6e74c13aa52c6efe744df96c5c0f82aab69b?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/baroque/Trio Sonata in D Minor, Op. 1, No. 12, RV 63, ""Follia"": Var. 8: Adagio.mp3","Trio Sonata in D Minor, Op. 1, No. 12, RV 63, ""Follia"": Var. 8: Adagio.mp3",Antonio Vivaldi,spotify:artist:2QOIawHpSlOwXDvSqQ9YJR,Baroque Trio Sonatas,1991-05-14,0.188,0.0682,0,-24.321,1,0.0447,0.777,0.00145,0.297,0.163,87.801
5vxBY1G0PvyFiUfqKy40kt,baroque,"Matthäus Passion, BWV 244: Choral, ""Erkenne mich, mein Hüte""",https://p.scdn.co/mp3-preview/99df490db0ffa68e1910831557c9d4a8c325cc5e?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/baroque/Matthäus Passion, BWV 244: Choral, ""Erkenne mich, mein Hüte"".mp3","Matthäus Passion, BWV 244: Choral, ""Erkenne mich, mein Hüte"".mp3",Johann Sebastian Bach,spotify:artist:5aIqB5nVVvmFsvSdExz408,"Bach: Matthäus Passion, BWV 244",2007-02-20,0.251,0.119,3,-21.275,1,0.0421,0.974,0.947,0.112,0.377,75.095
51B5GQpXd7c8AdW015pZWw,baroque,Alster Overture: I. Overture,https://p.scdn.co/mp3-preview/b592c76a57702a21056d7603f98801d1799df368?cid=b82fb22d072d4120850c99225ff01644,./scrapes/baroque/Alster Overture: I. Overture.mp3,Alster Overture: I. Overture.mp3,Georg Philipp Telemann,spotify:artist:2fg5h5pzleqI4RjFopWroj,Baroque Delights,2003-12-08,0.442,0.156,4,-18.829,1,0.0409,0.954,0.474,0.109,0.222,131.207
3e84DrqYD0HdrTm0DfoWgy,baroque,"Trio Sonata in F Major, Op. 1, No. 5, RV 69: IV. Gavotta (Presto)",https://p.scdn.co/mp3-preview/7b85b67f2156de932db502da0f38bfe4003cbd81?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/baroque/Trio Sonata in F Major, Op. 1, No. 5, RV 69: IV. Gavotta (Presto).mp3","Trio Sonata in F Major, Op. 1, No. 5, RV 69: IV. Gavotta (Presto).mp3",Antonio Vivaldi,spotify:artist:2QOIawHpSlOwXDvSqQ9YJR,"Vivaldi: Trio Sonatas, Op. 1",2000-08-31,0.505,0.133,4,-18.523,1,0.0343,0.676,0.0907,0.14,0.806,92.682
0yn1Pn6R1hNo803wiUycrN,baroque,"Secondo Libro di madrigali, SV 40–59: X. S'andasse Amor à caccia",https://p.scdn.co/mp3-preview/c586782be0abf53890c7c29e99977f0812a793a6?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/baroque/Secondo Libro di madrigali, SV 40–59: X. S'andasse Amor à caccia.mp3","Secondo Libro di madrigali, SV 40–59: X. S'andasse Amor à caccia.mp3",Claudio Monteverdi,spotify:artist:5iAhVgz6P8Nylxijb0C65v,Monteverdi: Madrigali - Cremona Vol. 1,2015-05-11,0.399,0.114,5,-30.007,1,0.0652,0.958,0.0,0.139,0.541,111.617
4NYY4P6bs6LiSYQ97w3h5f,baroque,"Matthäus Passion, BWV 244: Recitativo, ""Und Joseph nahm den Leib""",https://p.scdn.co/mp3-preview/97fc45d8adcecd9795d0f4fabf33338485904e11?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/baroque/Matthäus Passion, BWV 244: Recitativo, ""Und Joseph nahm den Leib"".mp3","Matthäus Passion, BWV 244: Recitativo, ""Und Joseph nahm den Leib"".mp3",Johann Sebastian Bach,spotify:artist:5aIqB5nVVvmFsvSdExz408,"Bach: Matthäus Passion, BWV 244",2007-02-20,0.688,0.0324,9,-24.028,1,0.125,0.962,0,0.327,0.443,40.722
6ygBgxrF9wOTFShQKepIrt,baroque,Quartet in D minor / ré mineur / d-moll: IV. Allegro,https://p.scdn.co/mp3-preview/3731c0896608e0306696a8d2921a5482d4167038?cid=b82fb22d072d4120850c99225ff01644,./scrapes/baroque/Quartet in D minor / ré mineur / d-moll: IV. Allegro.mp3,Quartet in D minor / ré mineur / d-moll: IV. Allegro.mp3,Georg Philipp Telemann,spotify:artist:2fg5h5pzleqI4RjFopWroj,Telemann: Complete Tafelmusik,2010-10-21,0.404,0.0453,8,-26.468,1,0.0414,0.987,0.943,0.155,0.386,126.497
5W6h7YQ83EI6LTI1UcxexJ,baroque,"Vivaldi: Concerto for Violin & Oboe in B-Flat Major, RV 548 (Arr. for Trumpet & Violin): III. Allegro",https://p.scdn.co/mp3-preview/0b295dc8236aef8cd9c973e4c35916e209e80c34?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/baroque/Vivaldi: Concerto for Violin & Oboe in B-Flat Major, RV 548 (Arr. for Trumpet & Violin): III. Allegro.mp3","Vivaldi: Concerto for Violin & Oboe in B-Flat Major, RV 548 (Arr. for Trumpet & Violin): III. Allegro.mp3",Antonio Vivaldi,spotify:artist:2QOIawHpSlOwXDvSqQ9YJR,Baroque Trumpet Concertos,1997,0.592,0.105,5,-20.359,1,0.0418,0.945,0.737,0.0702,0.801,99.286
25xlKgFjRSsQXATcETaRyF,baroque,"The Well-Tempered Clavier, Book II, BWV 870-893: Prelude No. 1 in C Major, BWV 870",https://p.scdn.co/mp3-preview/f3a0e3904cbd453daa9652a99889bd5c94522944?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/baroque/The Well-Tempered Clavier, Book II, BWV 870-893: Prelude No. 1 in C Major, BWV 870.mp3","The Well-Tempered Clavier, Book II, BWV 870-893: Prelude No. 1 in C Major, BWV 870.mp3",Johann Sebastian Bach,spotify:artist:5aIqB5nVVvmFsvSdExz408,"Bach: The Well-Tempered Clavier, Books I & II, BWV 846-893",2019-12-13,0.281,0.472,11,-16.032,1,0.0409,0.901,0.601,0.056,0.924,117.383
54v9rB38pTSvxkjJsSZd0w,baroque,"Vivaldi: Concerto for 2 Oboes in C Major, RV 534 (Arr. for Trumpet & Oboe): I. Allegro",https://p.scdn.co/mp3-preview/770414667bb51c428a3d9e3fbd8e3d652c600400?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/baroque/Vivaldi: Concerto for 2 Oboes in C Major, RV 534 (Arr. for Trumpet & Oboe): I. Allegro.mp3","Vivaldi: Concerto for 2 Oboes in C Major, RV 534 (Arr. for Trumpet & Oboe): I. Allegro.mp3",Antonio Vivaldi,spotify:artist:2QOIawHpSlOwXDvSqQ9YJR,Baroque Trumpet Concertos,1997,0.633,0.0803,0,-25.889,1,0.0426,0.949,0.929,0.116,0.745,109.992
