id,genre,track_name,preview_url,location,filename,artist,artist_uri,album,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
0zRBxer2BAaOPzp1SBXZbt,classical,"Matthäus Passion, BWV 244: Recitativo, ""Er antwortete und sprach""",https://p.scdn.co/mp3-preview/664b6ef962c6767690d179cbfa802f0b1c29b540?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/Matthäus Passion, BWV 244: Recitativo, ""Er antwortete und sprach"".mp3","Matthäus Passion, BWV 244: Recitativo, ""Er antwortete und sprach"".mp3",Johann Sebastian Bach,spotify:artist:5aIqB5nVVvmFsvSdExz408,"Bach: Matthäus Passion, BWV 244",2007-02-20,0.355,0.0956,1,-19.114,0,0.0583,0.917,3.77e-06,0.181,0.222,89.024
7st1Wu2AWGpB1TttaaySEr,classical,"Sonata in A-Flat Major, WWV 85 (Eine Sonate für das Album von Frau M.W."")",https://p.scdn.co/mp3-preview/b8271f827227db846749fdab7c4c4220c8ec2a27?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/Sonata in A-Flat Major, WWV 85 (Eine Sonate für das Album von Frau M.W."").mp3","Sonata in A-Flat Major, WWV 85 (Eine Sonate für das Album von Frau M.W."").mp3",Richard Wagner,spotify:artist:1C1x4MVkql8AiABuTw6DgE,Declarations of Love,2017-07-21,0.429,0.0199,8,-25.947,1,0.0529,0.993,0.89,0.0762,0.0444,131.651
4rZn7sL9qpFxU7TcaKl7N5,classical,"Nocturnes, Op. 37: No. 1 in G minor. Lento",https://p.scdn.co/mp3-preview/27700864b8fadb5ccc106a737e6de3f02c90ac0c?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/Nocturnes, Op. 37: No. 1 in G minor. Lento.mp3","Nocturnes, Op. 37: No. 1 in G minor. Lento.mp3",Frédéric Chopin,spotify:artist:7y97mc3bZRFXzT2szRM4L4,Chopin: Complete Nocturnes,2010-06-22,0.369,0.00928,3,-29.583,1,0.0621,0.996,0.91,0.0833,0.128,73.294
2KhdXTGiMKRXCH52c5GiU9,classical,The Barber of Seville: Overture,https://p.scdn.co/mp3-preview/0de63941eba563ed6a5ea94d4fc550b27a0ff8bd?cid=b82fb22d072d4120850c99225ff01644,./scrapes/classical/The Barber of Seville: Overture.mp3,The Barber of Seville: Overture.mp3,Gioachino Rossini,spotify:artist:0roWUeP7Ac4yK4VN6L2gF4,Gioacchino Rossini: Masters of Classical. Rossini Overtures,2004,0.264,0.0811,4,-21.062,1,0.041,0.942,0.795,0.128,0.35,82.148
3w93UkQaOyv52Al2LTcbWX,classical,"Flute Sonata in B Minor, HWV 376, Op. 1 No. 18: I. Adagio",https://p.scdn.co/mp3-preview/4dd1c677e45e72370ed5c89d58ec6941db3a8506?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/Flute Sonata in B Minor, HWV 376, Op. 1 No. 18: I. Adagio.mp3","Flute Sonata in B Minor, HWV 376, Op. 1 No. 18: I. Adagio.mp3",George Frideric Handel,spotify:artist:1QL7yTHrdahRMpvNtn6rI2,Handel: Complete Solo Sonatas,2019-08-30,0.268,0.242,10,-14.025,0,0.0349,0.92,1.19e-06,0.236,0.422,98.594
1L9agnJthAPemzHHNmleaG,classical,Rococo Variations: Thema,https://p.scdn.co/mp3-preview/207a8581fbed651deb7c11341c5fa0f53e504201?cid=b82fb22d072d4120850c99225ff01644,./scrapes/classical/Rococo Variations: Thema.mp3,Rococo Variations: Thema.mp3,Pyotr Ilyich Tchaikovsky,spotify:artist:3MKCzCnpzw3TjUYs2v7vDA,Tchaikovsky: Rococo Variations - Prokofiev: Sinfonia Concertante,2010-01-15,0.146,0.0154,9,-30.523,1,0.0534,0.966,0.0572,0.344,0.152,75.297
1Wpsacyv5rmHx6fWroPrPI,classical,"Vivaldi: Les Quatre Saisons, Concerto pour violon en fa mineur, Op. 8 No. 4, RV 297 ""L'Hiver"": I. Allegro non molto",https://p.scdn.co/mp3-preview/4ba1379f4cdcf24f6bd1092f0001ddb5eeac4b09?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/Vivaldi: Les Quatre Saisons, Concerto pour violon en fa mineur, Op. 8 No. 4, RV 297 ""L'Hiver"": I. Allegro non molto.mp3","Vivaldi: Les Quatre Saisons, Concerto pour violon en fa mineur, Op. 8 No. 4, RV 297 ""L'Hiver"": I. Allegro non molto.mp3",Antonio Vivaldi,spotify:artist:2QOIawHpSlOwXDvSqQ9YJR,Nos 4 Saisons,2020-01-24,0.424,0.282,5,-13.533,0,0.0552,0.954,0.869,0.0642,0.214,77.865
7J3LFOsUqbXyfEAvp87WGo,classical,"Matthäus Passion, BWV 244: Recitativo, ""Und siehe da, der Vorhang""",https://p.scdn.co/mp3-preview/254720575cffcc19d277465152854ae843b1de29?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/Matthäus Passion, BWV 244: Recitativo, ""Und siehe da, der Vorhang"".mp3","Matthäus Passion, BWV 244: Recitativo, ""Und siehe da, der Vorhang"".mp3",Johann Sebastian Bach,spotify:artist:5aIqB5nVVvmFsvSdExz408,"Bach: Matthäus Passion, BWV 244",2007-02-20,0.544,0.13,2,-18.6,1,0.202,0.938,0,0.409,0.431,72.732
6pxofavz2qzs46YHDRVrOi,classical,"Violin Sonata No. 1 in D Minor, Op. 75: II. Adagio",https://p.scdn.co/mp3-preview/95576b5e3cfeba82968c8e1a7657179cb5d9ed36?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/Violin Sonata No. 1 in D Minor, Op. 75: II. Adagio.mp3","Violin Sonata No. 1 in D Minor, Op. 75: II. Adagio.mp3",Joshua Bell,spotify:artist:3Ka1nDpDzxDveEqUPzIeom,French Impressions,2012-01-06,0.169,0.0232,3,-29.038,1,0.0498,0.973,0.0387,0.0729,0.0797,178.887
4EOr47etOmkP90xXEWOvxc,classical,"Fantasy for Piano, Chorus and Orchestra ,Op.80 'Choral Fantasia': Allegretto, ma non troppo (quasi Andante con moto) - Presto",https://p.scdn.co/mp3-preview/72526a9e03dfea8526126758451932ecc32d51f1?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/Fantasy for Piano, Chorus and Orchestra ,Op.80 'Choral Fantasia': Allegretto, ma non troppo (quasi Andante con moto) - Presto.mp3","Fantasy for Piano, Chorus and Orchestra ,Op.80 'Choral Fantasia': Allegretto, ma non troppo (quasi Andante con moto) - Presto.mp3",Daniel Barenboim,spotify:artist:78sEozQOEJxzXegUuqRSgH,The Very Best of Daniel Barenboim,2012-06-29,0.316,0.275,0,-15.845,1,0.0561,0.977,0.00793,0.699,0.22,76.101
3KZk1jS93baaNSATOtxg5U,classical,"5 Gedichte für eine Frauenstimme, WWV 91 ""Wesendonck-Lieder"": No. 5, Im Treibhaus",https://p.scdn.co/mp3-preview/a8084dae35e21f36fd6670d2baff2a507fb4503d?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/5 Gedichte für eine Frauenstimme, WWV 91 ""Wesendonck-Lieder"": No. 5, Im Treibhaus.mp3","5 Gedichte für eine Frauenstimme, WWV 91 ""Wesendonck-Lieder"": No. 5, Im Treibhaus.mp3",Richard Wagner,spotify:artist:1C1x4MVkql8AiABuTw6DgE,Declarations of Love,2017-07-21,0.262,0.0243,7,-26.742,0,0.0486,0.99,0.000127,0.0681,0.0357,87.461
5BHgRMQYsa77UTCAdy8dg2,classical,"Monteverdi: L'Orfeo, SV 318: Toccata",https://p.scdn.co/mp3-preview/ed1e6f471d970ee177bb91d9fe169a5d8993b4ad?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/Monteverdi: L'Orfeo, SV 318: Toccata.mp3","Monteverdi: L'Orfeo, SV 318: Toccata.mp3",Claudio Monteverdi,spotify:artist:5iAhVgz6P8Nylxijb0C65v,Monteverdi: Teatro d'amore,2009-01-05,0.391,0.21,2,-18.117,1,0.0326,0.674,0.0073,0.163,0.419,145.998
70cPwAc0AsWIvxyF1hrQUA,classical,"Concerto IV, en Sol Majeur, BWV 1049 - I. Allegro",https://p.scdn.co/mp3-preview/979f789cd1dc0d1e605e32d510078087ff622c70?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/Concerto IV, en Sol Majeur, BWV 1049 - I. Allegro.mp3","Concerto IV, en Sol Majeur, BWV 1049 - I. Allegro.mp3",Johann Sebastian Bach,spotify:artist:5aIqB5nVVvmFsvSdExz408,Bach: Brandenburg Concertos,2010-04-06,0.329,0.223,6,-20.111,1,0.0391,0.931,0.398,0.102,0.565,94.771
2v5La8mbNYZqNZEQKF4wRB,classical,"Cello Sonata No. 1 in F Major, Op. 5 No. 1: III. Allegro vivace",https://p.scdn.co/mp3-preview/2462f35f153660d5aa10c32221cb617ac9520fb4?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/Cello Sonata No. 1 in F Major, Op. 5 No. 1: III. Allegro vivace.mp3","Cello Sonata No. 1 in F Major, Op. 5 No. 1: III. Allegro vivace.mp3",Yo-Yo Ma,spotify:artist:5Dl3HXZjG6ZOWT5cV375lk,"Beethoven: Cello Sonatas, Op. 5, Nos.1 & 2 (Remastered)",1982,0.359,0.124,5,-24.489,1,0.0391,0.983,0.907,0.201,0.184,139.22
0m05I9gZoPvxQAvXS5rtPo,classical,"String Quintet in C Major, Op. 30, No. 6, G. 324, ""La musica notturna delle strade di Madrid"": V. Ritirata con variazioni",https://p.scdn.co/mp3-preview/d0e7b7431a551cb8d8747036b263fc45e7d8e7c3?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/String Quintet in C Major, Op. 30, No. 6, G. 324, ""La musica notturna delle strade di Madrid"": V. Ritirata con variazioni.mp3","String Quintet in C Major, Op. 30, No. 6, G. 324, ""La musica notturna delle strade di Madrid"": V. Ritirata con variazioni.mp3",Luigi Boccherini,spotify:artist:2l4vGfFV7e46yO8lxfxR76,Boccherini: Quintetti per archi,2013-05-01,0.533,0.102,0,-16.049,1,0.0312,0.986,0.89,0.0853,0.273,101.277
2LL2QtanChvgKKsNZZum5L,classical,"Chopin: Nocturne No. 2 in E-Flat Major, Op. 9 No. 2",https://p.scdn.co/mp3-preview/6d223640f8d6f4487a13f298e0ec5f87a74188af?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/Chopin: Nocturne No. 2 in E-Flat Major, Op. 9 No. 2.mp3","Chopin: Nocturne No. 2 in E-Flat Major, Op. 9 No. 2.mp3",Frédéric Chopin,spotify:artist:7y97mc3bZRFXzT2szRM4L4,"Chopin ""journal intime""",2009-11-23,0.319,0.0681,10,-23.512,1,0.0396,0.992,0.877,0.105,0.0494,71.627
7aIV1LYR2x0eaTkntuPn24,classical,"Verdi: I vespri siciliani, Act 5 Scene 2: ""Mercé, dilette amiche"" (Elena)",https://p.scdn.co/mp3-preview/2189dc092675d6ad1c380a7cdf1e712f4a7e56ec?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/Verdi: I vespri siciliani, Act 5 Scene 2: ""Mercé, dilette amiche"" (Elena).mp3","Verdi: I vespri siciliani, Act 5 Scene 2: ""Mercé, dilette amiche"" (Elena).mp3",Giuseppe Verdi,spotify:artist:1JOQXgYdQV2yfrhewqx96o,"Bellini, Donizetti, Verdi: Italian Opera Arias",2008-01-07,0.512,0.0389,9,-24.087,0,0.0686,0.959,5.11e-05,0.0789,0.361,113.403
1EgMeDgNZqhEolnXUdjBJi,classical,Cantus in memoriam Benjamin Britten,https://p.scdn.co/mp3-preview/c277e47590c72dcbbe48c2db8fd4fc872e3a9b82?cid=b82fb22d072d4120850c99225ff01644,./scrapes/classical/Cantus in memoriam Benjamin Britten.mp3,Cantus in memoriam Benjamin Britten.mp3,Arvo Pärt,spotify:artist:2P6ygesd9xg5DPOBnda2jg,Arvo Pärt: Portrait,2010-03-02,0.0661,0.126,9,-18.998,0,0.0444,0.824,0.962,0.0784,0.028,76.243
7895Dy08vHUeaQ67Kvsq6j,classical,Messa da capella II: Benedictus,https://p.scdn.co/mp3-preview/0fa99948cd216b82e57b87eaecd11d3ed9519b89?cid=b82fb22d072d4120850c99225ff01644,./scrapes/classical/Messa da capella II: Benedictus.mp3,Messa da capella II: Benedictus.mp3,Claudio Monteverdi,spotify:artist:5iAhVgz6P8Nylxijb0C65v,Monteverdi: Messa A 4 Voci / Laetaniae Della Beata Vergine / Magnificat (Ii) / Laudate Dominum,2014-07-15,0.254,0.0643,2,-22.552,1,0.046,0.995,0.368,0.112,0.0366,83.251
2OgxkSip0qPCN4DsTx8RnY,classical,"Concerto III, en Sol Majeur, BWV 1048 - III. Allegro",https://p.scdn.co/mp3-preview/9b4aee3470d36de7945938f7ddd22c02749543b6?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/Concerto III, en Sol Majeur, BWV 1048 - III. Allegro.mp3","Concerto III, en Sol Majeur, BWV 1048 - III. Allegro.mp3",Johann Sebastian Bach,spotify:artist:5aIqB5nVVvmFsvSdExz408,Bach: Brandenburg Concertos,2010-04-06,0.458,0.436,6,-18.128,1,0.0419,0.946,0.857,0.128,0.952,115.85
19cNhtS4nM6dKx5mmT04uo,classical,"Concerto II, en Fa Majeur, BWV 1047 - III. Allegro assai",https://p.scdn.co/mp3-preview/17cf5a0a1baaaf9c7ed953299f444b1a70168bbf?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/Concerto II, en Fa Majeur, BWV 1047 - III. Allegro assai.mp3","Concerto II, en Fa Majeur, BWV 1047 - III. Allegro assai.mp3",Johann Sebastian Bach,spotify:artist:5aIqB5nVVvmFsvSdExz408,Bach: Brandenburg Concertos,2010-04-06,0.483,0.342,4,-18.259,1,0.0385,0.933,0.944,0.264,0.936,106.727
4sXEmWuJre8oGOtYR6gxkQ,classical,"Violin Sonata in A Major, HWV 361, Op. 1 No. 3: III. Adagio",https://p.scdn.co/mp3-preview/8e83fe352392be1898952a775b54b462f1eb1571?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/Violin Sonata in A Major, HWV 361, Op. 1 No. 3: III. Adagio.mp3","Violin Sonata in A Major, HWV 361, Op. 1 No. 3: III. Adagio.mp3",George Frideric Handel,spotify:artist:1QL7yTHrdahRMpvNtn6rI2,Handel: Complete Solo Sonatas,2019-08-30,0.435,0.172,5,-13.267,0,0.0461,0.981,1.71e-05,0.16,0.141,51.902
7i4S9LwE1LSvIWwBp7NYPV,classical,"Symphony No. 25 in G Minor, K. 183: III. Minuet - Trio (Live)",https://p.scdn.co/mp3-preview/dc11f93445096766a8ca430dde38a460efbd1c8a?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/Symphony No. 25 in G Minor, K. 183: III. Minuet - Trio (Live).mp3","Symphony No. 25 in G Minor, K. 183: III. Minuet - Trio (Live).mp3",Bavarian Radio Symphony Orchestra,spotify:artist:74gWOpgM97HU3Mn8A8d0Vm,"Haydn, Mozart & Others: Orchestral Works (Live)",2019-12-13,0.401,0.0191,7,-18.786,1,0.044,0.989,0.278,0.285,0.212,120.184
7LOiwXvuK29SGdVwIVVS8Q,classical,"Concerto for Viola d'amore, Lute and Orchestra, RV 540: III. Allegro",https://p.scdn.co/mp3-preview/d75a3cb83cfa9ccd259e532a733b5e5f365d2347?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/Concerto for Viola d'amore, Lute and Orchestra, RV 540: III. Allegro.mp3","Concerto for Viola d'amore, Lute and Orchestra, RV 540: III. Allegro.mp3",Antonio Vivaldi,spotify:artist:2QOIawHpSlOwXDvSqQ9YJR,Yo Yo Ma - La Voix Du Violoncelle,2007-10-15,0.514,0.1,1,-22.803,0,0.0443,0.97,0.955,0.0847,0.551,134.532
0IGLte50pytvOQBCtaTpWX,classical,Agrippina - Act III : Come nube che fugge dal vento,https://p.scdn.co/mp3-preview/b1a07f232cc8e13bc77ab4026972ee9518455258?cid=b82fb22d072d4120850c99225ff01644,./scrapes/classical/Agrippina - Act III : Come nube che fugge dal vento.mp3,Agrippina - Act III : Come nube che fugge dal vento.mp3,George Frideric Handel,spotify:artist:1QL7yTHrdahRMpvNtn6rI2,Une fête baroque,2012-02-13,0.421,0.21,4,-22.791,1,0.0543,0.902,0.0235,0.951,0.65,128.029
1JkoDQVY4KpRJETEcTeDzT,classical,"Mozart: Violin Concerto No. 5 in A Major, K. 219 ""Turkish"": II. Adagio (Cadenza by Joachim)",https://p.scdn.co/mp3-preview/823ba335b16bfc0e05a0a4d35c589e894c584bf0?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/Mozart: Violin Concerto No. 5 in A Major, K. 219 ""Turkish"": II. Adagio (Cadenza by Joachim).mp3","Mozart: Violin Concerto No. 5 in A Major, K. 219 ""Turkish"": II. Adagio (Cadenza by Joachim).mp3",Wolfgang Amadeus Mozart,spotify:artist:4NJhFmfw43RLBLjQvxDuRS,"Mozart: Violin Concertos Nos 1, 5 & Sinfonia concertante",2015-02-09,0.249,0.0439,4,-24.501,1,0.0495,0.958,0.297,0.107,0.0656,117.612
5Vk91Oo2uFWxRNJyVNx6Wt,classical,"Mozart: Sinfonia concertante for Violin and Viola in E-Flat Major, K. 364: III. Presto",https://p.scdn.co/mp3-preview/6b61e70f2c21976ea29b145ed6c208e583dcdcd0?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/Mozart: Sinfonia concertante for Violin and Viola in E-Flat Major, K. 364: III. Presto.mp3","Mozart: Sinfonia concertante for Violin and Viola in E-Flat Major, K. 364: III. Presto.mp3",Wolfgang Amadeus Mozart,spotify:artist:4NJhFmfw43RLBLjQvxDuRS,"Mozart: Violin Concertos Nos 1, 5 & Sinfonia concertante",2015-02-09,0.447,0.136,3,-21.295,1,0.0405,0.962,0.679,0.137,0.444,86.125
0FjXpibdvSKN2mpq4I3Pll,classical,Das Lied von der Erde: III. Von der Jugend,https://p.scdn.co/mp3-preview/275b35d398c384bccf8572e1af2342a29d49fa92?cid=b82fb22d072d4120850c99225ff01644,./scrapes/classical/Das Lied von der Erde: III. Von der Jugend.mp3,Das Lied von der Erde: III. Von der Jugend.mp3,Wiener Philharmoniker,spotify:artist:003f4bk13c6Q3gAUXv7dGJ,Mahler: Das Lied von der Erde,2017-04-07,0.233,0.19,10,-20.845,1,0.0647,0.977,0.0686,0.0597,0.284,180.242
18MxHGXEdYDjtfpfexmxyw,classical,"Dvorák: Silent Woods, Op. 68 No. 5, B. 182",https://p.scdn.co/mp3-preview/712ed8710cf707e061a9a3525e5b96a7c0741c4a?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/Dvorák: Silent Woods, Op. 68 No. 5, B. 182.mp3","Dvorák: Silent Woods, Op. 68 No. 5, B. 182.mp3",Antonín Dvořák,spotify:artist:6n7nd5iceYpXVwcx8VPpxF,Play - Works for Cello and Piano,2014-03-03,0.13,0.0574,1,-24.155,1,0.0417,0.988,0.901,0.105,0.0415,81.255
4MCkwQukMLH8KOyqIP1zFl,classical,"No. 2, Dumka",https://p.scdn.co/mp3-preview/a9806cf28bb3316bbb994d5d422e43fdc35c4dda?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/No. 2, Dumka.mp3","No. 2, Dumka.mp3",Antonín Dvořák,spotify:artist:6n7nd5iceYpXVwcx8VPpxF,"Mozart in the Jungle, Season 3 (An Amazon Original Series Soundtrack)",2016-12-09,0.18,0.138,0,-19.734,1,0.0365,0.88,0.801,0.333,0.118,99.412
7j7ZUi6T8MRyK40Fe6pw28,classical,"Piano Sonata No. 17 in D Minor, Op. 31 No. 2 ""Tempest"": I. Largo - Allegro",https://p.scdn.co/mp3-preview/5aaa6db497e811622644b39c6325ff39a8621d50?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/Piano Sonata No. 17 in D Minor, Op. 31 No. 2 ""Tempest"": I. Largo - Allegro.mp3","Piano Sonata No. 17 in D Minor, Op. 31 No. 2 ""Tempest"": I. Largo - Allegro.mp3",Ludwig van Beethoven,spotify:artist:2wOqMjp9TyABvtHdOSOTUS,Gran Turismo 5 (Original Game Soundtrack),2010-11-29,0.411,0.0883,9,-19.867,1,0.052,0.993,0.926,0.11,0.0685,128.767
1WbfAfJrkvIPOBDi9h7Yo7,classical,"Unaccompanied Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",https://p.scdn.co/mp3-preview/36bee67bae7158d65b30c32dfd596f7f0666bbe3?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/Unaccompanied Cello Suite No. 1 in G Major, BWV 1007: I. Prélude.mp3","Unaccompanied Cello Suite No. 1 in G Major, BWV 1007: I. Prélude.mp3",Yo-Yo Ma,spotify:artist:5Dl3HXZjG6ZOWT5cV375lk,Inspired By Bach: The Cello Suites (Remastered),1997,0.361,0.175,6,-21.791,1,0.0539,0.979,0.814,0.089,0.358,86.705
2iTy4YlubKJ5KLh7098Sgv,classical,"Romance in C Major, Op. 42",https://p.scdn.co/mp3-preview/f639c9220c8b5234420757ed56770412f68880b4?cid=b82fb22d072d4120850c99225ff01644,"./scrapes/classical/Romance in C Major, Op. 42.mp3","Romance in C Major, Op. 42.mp3",Jean Sibelius,spotify:artist:7jzR5qj8vFnSu5JHaXgFEr,In the Stream of Life: Songs by Sibelius,2017-01-20,0.166,0.0336,0,-28.548,1,0.0481,0.87,0.612,0.127,0.0385,129.388
